address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
龙华,上海,上海东航投资有限公司,CZ399801420D00113158451,民营,2019-07-18 08:17:23,本科,5-10年,1、根据公司下达的项目进度计划和目标成本，编制土地版项目合约规划，参与审核执行版合约规划；协调合约规划编制、执行中的各条线业务意见。2、负责审核招标文件、合同文本，并检查落实修改意见。3、负责重大合同的招标、合同签订、合同交底、履约跟踪、变更（中止、解约）、结算及后评估工作，对特殊问题和突发情况及时上报并做好相关资料收集工作。4、负责项目合约专项计划的监督执行，及检查项目合约管理工作。5、根据集团、公司对本部门的要求，做好每月每季的各类统计上报工作。6、参与修订公司合约规划模版、招标文件范本、各类合同范本、合同交底模版、各类样表体系及本部门相关的各项规章制度和相关流程。7、负责跟踪与评估合约招标管理工作，收集案例并组织分析形成模版；收集同行业合约管理动态信息，及时更新学习业务知识。8、严格依据公司各项规章制度开展工作。9、完成领导交办的其他工作。岗位要求：1、学历要求：工程类、管理类专业大学本科学历2、相关工作年限：5年及以上3、技术职称与职业资格：中级职称4、专业知识与行业经验：1）独立负责过累计5万平方米以上的建筑工程（房地产开发项目）合约工作2）具有一定的法律法规及预算造价知识5、需接受公司外派要求,合约主管|经理（央企背景  接受外派）,https://jobs.zhaopin.com/CC399801429J00141919515.htm,招1人,18K-25K
川沙,上海,上海彩迩文生化科技有限公司,CZ136346640,民营,2019-07-18 00:52:13,本科,1-3年,1.大专以上学历，有机合成或药物化学专业背景，具有多年行业内工作经验者优先。 2.熟悉有机合成操作，动手能力强，热爱有机合成工作，能独立完成相关有机小分子合成的操作并能辅助高级研究员开展课题研发工作； 3.有较强的化学实验室管理意识和条理安全意识。 4.责任心强，作风踏实细致，具备良好的合作意识。 5.工作地点在川沙,有机合成研究员,https://jobs.zhaopin.com/136346642250056.htm,招3人,7K-11K
虹桥,上海,居理新房,CZ464881780,民营,2019-07-18 05:32:21,本科,不限,居理新房(Julive)——雨燕管培生招聘简章近几年来，中国的互联网领域慢慢进入资本寒冬，伴随而来的是大量创业公司在发展的过程中面临越来越艰难的局面，难以维持生计的创业公司更是不计其数，尤其是O2O、P2P、共享单车、共享充电宝、直播等领域。2018年以来，无数的公司减员、缩招，甚至连阿里巴巴、腾讯、华为、百度这种级别的巨头，也会时不时被媒体报道缩招、停招，但互联网领域内仍然有极少一部分创业公司在逆势增长，并且在自己所在的领域不断的创造着新的奇迹。 居理新房就是这些奇迹中的一个：我们有一流的团队，百度、阿里、美团、龙湖、万科的人才，线上和线下深度结合；我们搭建了完全颠覆三观的房产咨询团队：咨询师队伍中统招一本学校出身的长期维持在75%以上；我们维持着传统行业无法想象的用户满意度：用户满意度评分达到满分的占比长期维持在99%以上；2015年初，我们还是一个10多人的创业小团队，截止2019年4月，人员规模超过了1700人，四年100多倍的人员增长。 加入居理新房，你将获得：★ 努力付出就可轻松过万的月薪；★ 远超想象的成长速度、晋升机会；★ 为培养成熟的职业经理人打造的职业环境；★ 互联网和房地产，两个最高薪行业的最前沿知识；★ 简单的工作氛围，完善的培训机制，健全的福利体系！ 【公司地点】：上海市长宁区中山西路1065号中山SOHO B1层中山3Q【培养流程】：Step1 通过面试后，公司将发放offer，正式9000元/月+满意度奖金+房补1000（试用期按基本工资80%发放）（面对未毕业学生：实习期工资260/天+满意度奖金）。Step2 开始为期六个月的咨询师岗试用期（面对未毕业学生：实习期），专注提升自己的业务能力，根据公司分配的一线客户实际需求为他们提供专业化的咨询服务，提供专业购房建议，锻炼自己的沟通能力和抗压能力，服务用户购房全流程。Step3 六个月结束后，根据期间表现及个人特长，根据岗位需要和个人意愿安排到最合适的职业发展方向。Step4 目标职业有两个方向：P序列：成为居理的咨询师，从初级咨询师到高级咨询师，随着职级从C1-C7，月收入从1.2万-5万M序列：成为居理的储备管理者，在做咨询师的同时也进入到储备主管的培训范围内，并根据主管选拔要求随时可报名参选，过去三年加入居理的小伙伴，从入职到成为主管平均周期大约8-10个月，从入职到经理平均周期大约2年，从入职到城市经理平均周期大约3年Step5 只要通过实习考核，未毕业仍按正式员工待遇发放全薪，有机会成为学校里月收入过万的极少的在校生之一。（本条面对未毕业学生） 【职位要求】：1、来自一本及以上院校，统招本科及以上学历【我们的小伙伴34%以上来自海外和国内优秀高校，我们非常期待这样你加入我们，一同成长】；2、有卓越的沟通能力和独立解决问题的能力；3、我们都是加班狂，所以对于工作时间你要有心理准备；4、强大的抗打击能力，时刻保持积极的心态，不断提升自己。 现在，这个极速发展的创业公司有一大波管理岗位虚位以待！雨燕，是自然界生长速度最快的鸟类之一；雨燕管培生，将会是年轻人职业成长速度最快的职业选择之一！良禽择木而栖，我在居理新房等你！    ,管培生 名校同事9K起薪_房补+快速晋升J10291,https://jobs.zhaopin.com/CC464881788J00125953211.htm,招30人,10K-15K
方松,上海-松江区,上海虞渤供应链管理有限公司,CZ844560860,民营,2019-07-18 00:50:23,本科,不限,工作职责： 1、主要负责公司内部孵化互联网项目的逻辑架构梳理、数据模型搭建；2、对外商业计划书BP，公司IPO估值材料的整理，公司未来发展的规划方案 ；3、文案、PPT能力较强。职位要求： 1、本科以上学历，数学、统计、计算机等相关专业，由电商公司背景优先；2、有仓储物流、数据分析挖掘、互联网运营背景优先；3、具有较强的逻辑思考能力、严谨缜密以及创新能力； 4、具有良好的洞察力，善于分析和解读； 5、和团队成员紧密合作，具有杰出的团队合作精神。,战略规划经理,https://jobs.zhaopin.com/CC844560860J00370893307.htm,招1人,12.5K-17.5K
中山公园,上海,塞玻舞台设备贸易(上海)有限公司,CZ311294330,外商独资,2019-07-18 07:35:19,本科,1-3年,"- Completed engineering studies in the area of electrical engineering and the automatization / informatic- Working experience of a minimum of 2 years- Experience with error diagnostics at electronical/ electrical and software parts- Direct contact person for customers' control systems and user panels of the stage mechanical systems in regard of maintenance services- Assistance during the commissioning of stage mechanical systems- Sales support by consulting the customers and users of stage mechanical systems- User training, seminars and updating of training material- Documentation of service activities- Excellent interpersonal, networking, communication skills- Excellent oral and written English",电气及调试工程师,https://jobs.zhaopin.com/CZ311294330J00130800602.htm,招2人,8K-10K
大场,上海,拜默实验设备(上海)股份有限公司,CZ621120430,合资,2019-07-18 00:50:25,本科,1年以下,1、   熟悉公司产品知识  2、   独立且较好地完成日常信息维护并配合商务主管完成其他工作；  3、   正确填写上传Salesforce内容  4、   协助部门完成的日常行政工作5、   及时反馈沟通情况并做好总结汇总工作职位要求1.       大学专科以上学历，英语口语书面水平均优，表达能力强  2.       计算机Excel和Word操作熟练，会PPT制作和演示，有一定的IT基础。  3.       外向，乐于助人，善于沟通，热爱学习。,Salesforce专员,https://jobs.zhaopin.com/CC621120430J00189026904.htm,招1人,5K-8K
华漕,上海-闵行区,明尚教育培训,CZ279951430,民营,2019-07-18 00:51:12,本科,3-5年,1、汉语言专业，从事语文工作3年以上者优先（语文教师资格证优先）2、有一定的口语表达能力和写作能力，能善谈文雅，有一定文化功底。3、具有指导学员的审题思路、写作技巧和写作方法，能让孩子不畏惧作文，对写作有兴趣。4、针对不同年龄特点，设计出不同的教学模块，适合孩子写作，培养孩子兴趣。5、设计出一套有益于孩子写作的书籍或范文，能够从孩子口中得出对书或文章的评价,作文老师,https://jobs.zhaopin.com/CC279951437J00299451908.htm,招1人,6K-8K
七浦路,上海-黄浦区,奥斯龙明士克复合纤维(滨州)有限公司,CZ621717030,外商独资,2019-07-18 00:50:53,本科,1-3年,"Position titleCustomer ServiceAreaChinaBusiness Area SpecialtyLocationShanghai Reports to Head of SalesMain objective of the position (purpose of the job)It is to provide administrative and commercial support tothe sales business for Specialty paper in China market and someAsian market.Main responsibility areas-       Responsiblefor the sales order and shipment follow up-       Communicateand coordinate with Ahlstrom-Munksjomills in Europe and China customers plus some Asian customers for order arrangement and shipment-       Paymentfollow-up with customers -       SupportSales Manager for claim, price calculation etc. -       Prepareand provide sales result and stock information-       Support to book flights, hotel etc. for business trip -       Support Sales manager’s sales & marketing events-       Carryout other administrative duties as requiredEducation, qualifications and skills required-       About2 years experiences in sales coordination or administrative support-       BachelorDegree, major in trading is preferable -       Lookinto details-       Good interpersonal and communication skill -       Goodcommand of oral and written English -       Proactiveand fast learning",Customer Service,https://jobs.zhaopin.com/CC621717030J00150529715.htm,招1人,6K-8K
康桥,上海-浦东新区,上海博唯生物科技有限公司,CZ588315120,民营,2019-07-18 00:51:17,本科,1-3年,岗位职责：1）参与药物制剂的开发，包括制剂��方筛选、制备工艺的开发及优化、工艺的放大、稳定性研究。2） 实施工艺开发方案，按要求规范做好相关原始记录，并进行资料的整理归档。3）对实验中的数据进行汇总和分析，撰写相应的研究报告，提出后续的优化及改进方案。4）负责相关试验仪器的使用维护等。 任职资格：1）生物医药或药物制剂相关专业背景，本科及以上学历。具有化学、物理化学、胶体化学专业背景优先考虑。英语四级以上，熟练操作OFFICE办公软件。2）1～2年以上制剂研发工作经验，有生物制剂相关工作经验者优先。具备佐剂制备工艺开发经验，疫苗制剂工艺开发经验者优先。3）熟悉制剂或分析相关仪器设备的使用，如佐剂质量研究的分析设备等。4）了解制剂开发的基本流程和过程控制，熟悉生物制剂的缓冲体系，熟悉各种制剂形式，包括液体制剂和冻干工艺。了解GMP及药品生产注册相关法规，并熟悉ICH法规优先考虑。5）具有良好的项目执行能力、学习力和团队合作精神。 欢迎本科以上有工作经验人士投放简历至招聘邮箱HR@bovax.com.cn，我们会尽快进行阅评，之后再决定是否与您面谈，谢谢！,助理工程师（制剂）,https://jobs.zhaopin.com/CC588315125J00426979601.htm,招1人,8.5K-11K
七浦路,上海,学大教育科技（北京）有限公司,CZ120874420,上市公司,2019-07-17 19:37:49,本科,3-5年,岗位职责:1.负责校区的运营和管理，根据校区的发展需要，适时制定和调整发展计划和战略。2.负责贯彻执行总公司、分公司的各项制度与规定，制定校区的各项工作的管理制度和操作流程，并敦促执行。3.负责做好市场定位、调研及市场推广，扩大公司影响提高市场占有率。4.负责分解并完成分公司下达的新签、课时收入、续费、学生数、利润等各项业绩指标，并监督实施，从而完成校区的经营目标。5.负责校区成本和费用的管理，制定成本预算，实施科学有效的衡量措施，有效管控校区的成本和费用支出。6.合理制订校区的人员编制，对校区的劳动力成本进行有效管理。7.负责组建和管理销售团队，教管团队以及管理支持团队，不断提高销售业绩、教学质量和管理服务质量。8.带领团队努力提高客户对教师、学管师、咨询师以及校区管理状况的满意度。任职要求:1.2年以上教学、教管、咨询/营销等某方面的工作经验；2.能把握全局，计划性强，有较强的责任心和使命感，能承受各种压力；3.较强的团队协作和人际协调能力；4.书面及口头沟通能力强；5.坚韧、果断、执行力强。,校长(J11274),https://jobs.zhaopin.com/CC120874427J00146304412.htm,招2人,15K-20K
五里桥,上海,上海智农商务咨询服务中心,CZ841737240,民营,2019-07-17 20:54:26,本科,3-5年,岗位职责：1、根据公司及品牌文化要求，撰写产品策划文案、品牌宣传文案、网络新闻稿、广告软文及其他宣传文案；2、负责新媒体平台活动的策划方案、广告方案、品牌宣传活动文案的编辑；3、分析同行业品牌和消费者的心理，提升公司和平台形象；4、公司宣传性软文的撰写及内部各类稿件（新闻稿、综述稿、评论稿、专访稿等）、策划方案、报告等；5、在文案策划的过程中，配合广告策略，与设计人员共同完成宣传物料。任职资格：1、统招本科及以上；2、较强的自学能力和创意能力，扎实的文字功底，逻辑思维力强，思路敏捷；3、具有优秀的文案写作能力，出色的文字组织能力，写作经验丰富，有丰富的提案经验；4、善于沟通，领悟能力强，具有良好的语言表达能力。5、对雅思托福培训等语言培训方向了解的优先。,文案专员,https://jobs.zhaopin.com/CC841737240J00395241105.htm,招1人,5K-10K
七宝,上海,维正知识产权服务有限公司,CZ817178030,民营,2019-07-17 21:28:12,本科,不限,【你的工作】1、对合作客户的产品、设备、制作工艺、制作流程等方面存在的创新技术点进行沟通了解；2、撰写技术交底书、专利申请文件；3、维护客户，与老客户建立长期合作关系。【任职要求】1、本科及以上学历，机械等理工科专业；2、基本制图软件CAD，SolidWorks等进行二维、三维设计及相互转换的运用；3、无工作经验均可（公司提供带薪培训）；3、具备良好的学习能力、逻辑分析和文字表达能力。【薪资待遇】1. 薪资待遇底薪+可观提成+奖金+带薪年假+节日福利+五险一金2.员工宿舍：转正后可申请员工宿舍；3.培训机会：入职一个月之内，专业部门组织开展完整的新人培训；4.聚餐福利：重大节日外加不定期团队聚餐，放节日礼品；5.生日福利：员工生日礼金发放；6.团队出游：公司每年至少组织1-2次团队出游；（国内外均可）7.股权奖励机制：入职优秀员工均可享受股权赠送，享受集团上市分红。我们做的可不是一份工作，是一辈子的事业！8.晋升通道：凭借个人的实力，入职按能力享受职级，都有机会晋升。所有管理岗位均从内部员工提拔产生：专员→组长→主管→经理→分公司总经理→集团部门负责人,机械专利工程师,https://jobs.zhaopin.com/CC817178030J00273823104.htm,招1人,6K-8K
惠南,上海,德邦物流股份有限公司,CZ156976020,民营,2019-07-18 00:51:00,本科,不限,一、【岗位要求】：1、全日制统招大专及以上学历，20~28岁。2、有较强的抗压能力，沟通能力佳，有上进心。3、认同企业文化及发展方向，愿意从基层开始。4、有优秀学生干部/班干部经历优先。二、【薪资福利】：1、综合工资：月薪5000-8000元，月休6-8天，灵活排班；2、社保、各类带薪休假（法定假日、年假、婚假、产假、陪产假等），提供高于同行业具有竞争力的薪资水平；3、公司99%的管理人员由内部产生，所有员工可以选择管理或专业两条道路发展；4、公司为员工提供各种培训机会，德邦学院根据员工的岗位类别，组织各种业务、工作、能力提升等相关内部培训与户外拓展，如：新员工入职培训，储备经理、高级经理培训、会计培训，专业业技能培训等相关脱产带薪培训。5、入职满1年可享受每月“亲情1+1”（公司补贴100元，员工自己提供100元，每月固定200元打入父母帐户），集体生日等；6、配车福利：公司为每位区域经理级及以上人员配车；三、【晋升机制】：1、管理通道晋升：经理（周期0.6-1年）--高级经理（周期2-3年）--总监（周期3-5年）2、专业通道晋升：专员（周期0.6-1年）--高级专员（周期2-3年）--资深专员（周期3-5年）四、【岗位职责：统计分析员】1、对部门的数据进行实时收集、更新、汇总，保证领导及时了解部门最新的各项业务数据；2、根据部门考核指标，跟踪、反馈部门的各项异常数据，从而减少部门异常、降低操作差错率；3、定期对部门的数据进行分析，制定相应的解决方策，为领导的决策提供数据支持；五、【岗位定位】：公司储备管理人员，按照公司的规划和要求，进行部门营销和客户维护活动；配合经理完成部门工作，提升部门收入，完成部门指标，对内营造良好工作氛围，对外展现良好的德邦形象。【温馨提示】：此招聘为公司直招，德邦物流股份有限公司及其下属分公司在招聘过程中不收取任何费用、押金等，敬请各位求职者知晓，以免受骗损失财物。,DPSHD-统计分析员管培生(浦东总部),https://jobs.zhaopin.com/CC156976022J00398435105.htm,招5人,5K-8K
花木,上海-浦东新区,上海行点数字科技有限公司,CZ841400980,民营,2019-07-17 18:51:40,本科,1-3年,岗位职责：1．负责公司产品、活动等内容的设计制作，可以独立快速地完成各类工作；2. 制作平台商品详情页、专题页面、广告等设计工作；3. 精通公众号美化，活动宣传海报，H5等在线传播品；4．精通图像处理，具备视频制作与处理能力；5. 负责设计团队的管理，审核公司项目平面设计成果，不断改进设计水平；6. 与协作方沟通，保证各类平面设计工作的质量及完成时间。 任职要求：1．本科及以上学历、2年以上UI/UE经验，电商、旅游平台优先；2．具有扎实的美术功底，优秀的创意能力和丰富的页面设计经验，精通photoshop、sketch、AE、After Effects、Premiere等常见设计工具；3. 熟悉小程序/APP页面制作流程，能够独立完成首页及各级页面设计，动画以及HTML静态页面制作；4. 视觉效果表达能力强，对作品的主题创意，节奏和色彩等方面有较好的把握能力，具有良好的构图能力5．思路清晰，逻辑分析能力强，有较高的审美水平，对用户行为与心理有深入了解；6．对各种互联网产品和流行趋势有敏锐的设计触觉，富有设计创造力和激情，有探索研究精神；7. 请在个人简历评价中附带个人主页/作品链接。,美工设计,https://jobs.zhaopin.com/CZ841400980J00363216403.htm,招1人,10K-20K
岳阳,上海,上海鹰锐文化传媒工作室,CZ827634160,民营,2019-07-17 22:05:38,本科,不限,电视剧鹰眼/鹰眼网剧编辑岗位职责：1、负责公司影视剧相关公众号的排版、文本编辑及内容发布等相关工作；2、了解新媒体的运营方式，熟练运用微信、微博等工具；任职要求：1、大专以上学历，新闻相关专业优先考虑，有微信运营相关经验者优先考虑；2、具有较强的理解能力、沟通表达能力；3、对电视剧有兴趣，且能提出独特看法及想法；视扬传媒旗下包括微信订阅号“电视剧鹰眼（ID：TV-insight）”、“鹰眼网剧（ID：tbyywj）”、“鹰雄会(ID：video-team）”、“广告雷达（ID:shiyangguwen）”及服务号“视扬电视剧鹰眼(ID:TVInsight）”、“视扬广告雷达（ID:adradar）”六大行业自媒体平台。,微信编辑微信公众号运营,https://jobs.zhaopin.com/CC827634160J00426428801.htm,招1人,5K-7K
复旦大学,上海,上海有孚网络股份有限公司,CZ000636990,民营,2019-07-17 19:49:11,本科,3-5年,【岗位职责】：负责业务生产网络规划、建设和技术保障等工作；承担城域及广域传输网络建设、运维和优化工作；负责网络技术规范和运维建设保障体系的沉淀和落地； 参与完善、优化线上运维体系、应急预案、流程、规范和知识库的优化和维护；负责与运营商进行日常运营服务内容的交互与协调，保障整体网络的质量与可用度。 【任职要求】：5年以上工作经验，3年以上大型网络工程项目实施经验； 精通IP网络路由交换及安全技术，具有大型网络的规划、落地能力；熟悉城域网或骨干网架构及相关技术，对传输系统有较深入的了解； 熟悉互联网组成结构及路由设计，有丰富网络故障的判断经验及解决能力； 从事过大型互联网骨干网络建设运维或者运营商城域网建设运维经验者优先；对网络状态监控、运维系统有良好的应用经验者优先；具备H3C、华为、Cisco、Juniper等中高级认证水平者优先；热爱运维工作，能承担压力，具有良好推动力和执行力的能力。,网络运维经理,https://jobs.zhaopin.com/CC000636993J00283212204.htm,招1人,10K-15K
